Date,City,State,Temperature_Max (°C),Temperature_Min (°C),Temperature_Avg (°C),Humidity (%),Rainfall (mm),Wind_Speed (km/h),AQI,AQI_Category,Pressure (hPa),Cloud_Cover (%)
2025-12-05,Bengaluru,Karnataka,32.3,20.4,26.3,36.9,0.0,7.7,165,Moderate,1020.1,0.0
2025-12-06,Bengaluru,Karnataka,31.2,19.7,25.5,53.6,0.0,7.5,198,Moderate,1021.0,35.1
2025-12-07,Bengaluru,Karnataka,26.4,15.4,20.9,46.3,0.0,6.8,233,Poor,1023.7,19.8
2025-12-08,Bengaluru,Karnataka,27.1,14.4,20.7,48.8,0.0,7.6,222,Poor,1019.3,18.5
2025-12-09,Bengaluru,Karnataka,30.4,19.3,24.9,49.9,0.0,7.9,205,Poor,1022.9,22.7
2025-12-10,Bengaluru,Karnataka,32.8,20.0,26.4,46.0,0.0,9.7,131,Moderate,1020.9,6.4
2025-12-11,Bengaluru,Karnataka,32.3,20.7,26.5,46.2,0.0,7.3,149,Moderate,1021.9,19.4
2025-12-12,Bengaluru,Karnataka,33.7,18.7,26.2,35.3,0.0,12.4,201,Poor,1025.7,0.9
2025-12-13,Bengaluru,Karnataka,30.0,18.7,24.3,40.9,0.0,11.7,216,Poor,1020.5,37.6
2025-12-14,Bengaluru,Karnataka,31.6,17.2,24.4,41.9,0.0,11.7,193,Moderate,1019.1,4.3
2025-12-15,Bengaluru,Karnataka,31.5,16.8,24.2,52.4,0.0,8.9,181,Moderate,1022.1,24.9
2025-12-16,Bengaluru,Karnataka,27.6,14.4,21.0,47.6,0.0,10.5,214,Poor,1023.3,4.1
2025-12-17,Bengaluru,Karnataka,26.9,12.7,19.8,49.1,0.0,10.2,202,Poor,1024.7,11.8
2025-12-18,Bengaluru,Karnataka,26.4,14.5,20.4,47.8,0.0,11.2,208,Poor,1021.7,13.6
2025-12-19,Bengaluru,Karnataka,24.8,14.3,19.5,60.5,0.0,11.6,142,Moderate,1021.5,61.1
2025-12-20,Bengaluru,Karnataka,24.1,12.8,18.4,45.7,0.0,10.4,194,Moderate,1020.4,19.8
2025-12-21,Bengaluru,Karnataka,25.2,12.3,18.8,51.8,0.0,10.4,226,Poor,1020.6,8.3
2025-12-22,Bengaluru,Karnataka,26.9,13.8,20.4,51.9,0.0,10.1,199,Moderate,1022.1,12.6
2025-12-23,Bengaluru,Karnataka,26.5,12.3,19.4,43.9,0.0,10.4,208,Poor,1023.0,0.0
2025-12-24,Bengaluru,Karnataka,23.8,12.8,18.3,52.5,0.0,8.7,192,Moderate,1027.7,17.7
2025-12-25,Bengaluru,Karnataka,23.7,14.2,18.9,47.4,0.0,7.6,197,Moderate,1020.0,45.5
2025-12-26,Bengaluru,Karnataka,26.3,13.8,20.1,51.2,0.0,7.0,227,Poor,1023.8,23.6
2025-12-27,Bengaluru,Karnataka,25.2,14.3,19.8,51.6,0.0,6.7,183,Moderate,1021.8,31.7
2025-12-28,Bengaluru,Karnataka,26.3,14.6,20.5,52.4,0.0,7.0,180,Moderate,1023.5,5.9
2025-12-29,Bengaluru,Karnataka,25.4,13.1,19.3,48.4,0.0,11.4,175,Moderate,1022.3,16.5
2025-12-30,Bengaluru,Karnataka,24.7,12.9,18.8,55.3,0.0,13.0,182,Moderate,1025.6,22.5
2025-12-31,Bengaluru,Karnataka,26.4,13.4,19.9,45.2,0.0,10.3,153,Moderate,1025.3,8.8
2024-01-01,Chennai,Tamil Nadu,30.9,20.5,25.7,58.8,0.0,11.0,158,Moderate,1026.0,36.7
2024-01-02,Chennai,Tamil Nadu,30.5,19.7,25.1,47.7,0.0,15.2,169,Moderate,1020.5,24.5
2024-01-03,Chennai,Tamil Nadu,32.5,20.6,26.5,49.0,0.0,13.2,173,Moderate,1023.3,17.9
2024-01-04,Chennai,Tamil Nadu,32.5,21.5,27.0,52.7,0.0,6.4,203,Poor,1022.3,29.3
2024-01-05,Chennai,Tamil Nadu,31.8,19.3,25.6,54.4,0.0,8.4,198,Moderate,1022.3,35.8
2024-01-06,Chennai,Tamil Nadu,30.1,19.5,24.8,51.2,0.0,7.9,206,Poor,1024.6,25.8
2024-01-07,Chennai,Tamil Nadu,30.3,17.9,24.1,48.2,0.0,7.0,238,Poor,1025.9,27.2
2024-01-08,Chennai,Tamil Nadu,30.9,18.9,24.9,57.5,0.0,11.1,166,Moderate,1021.9,41.6
2024-01-09,Chennai,Tamil Nadu,30.8,18.5,24.6,49.7,0.0,8.0,173,Moderate,1026.5,29.1
2024-01-10,Chennai,Tamil Nadu,30.0,16.7,23.4,48.1,0.0,7.1,201,Poor,1020.6,8.0
2024-01-11,Chennai,Tamil Nadu,29.3,18.5,23.9,54.7,0.0,9.4,221,Poor,1024.4,36.6
2024-01-12,Chennai,Tamil Nadu,31.8,17.6,24.7,53.1,0.0,6.9,163,Moderate,1021.2,16.6
2024-01-13,Chennai,Tamil Nadu,31.0,19.1,25.0,58.6,0.0,11.9,189,Moderate,1021.6,18.6
2024-01-14,Chennai,Tamil Nadu,31.9,18.8,25.4,45.2,0.0,12.2,176,Moderate,1022.8,19.5
2024-01-15,Chennai,Tamil Nadu,30.2,19.1,24.6,52.5,0.0,10.4,204,Poor,1022.1,32.0
2024-01-16,Chennai,Tamil Nadu,28.0,19.4,23.7,48.0,0.0,9.7,200,Moderate,1017.4,43.4
2024-01-17,Chennai,Tamil Nadu,30.1,18.2,24.1,57.2,0.0,8.4,190,Moderate,1024.2,19.0
2024-01-18,Chennai,Tamil Nadu,28.6,18.3,23.5,55.8,5.3,9.3,192,Moderate,1024.6,43.3
2024-01-19,Chennai,Tamil Nadu,30.8,18.9,24.9,48.0,0.0,8.4,174,Moderate,1022.3,20.5
2024-01-20,Chennai,Tamil Nadu,29.9,19.7,24.8,53.6,0.0,6.7,210,Poor,1022.1,37.9
2024-01-21,Chennai,Tamil Nadu,31.3,18.6,25.0,50.1,0.0,10.3,213,Poor,1021.8,20.9
2024-01-22,Chennai,Tamil Nadu,31.5,18.0,24.8,43.9,0.0,12.8,177,Moderate,1019.1,11.4
2024-01-23,Chennai,Tamil Nadu,30.2,20.1,25.2,60.6,0.0,7.6,179,Moderate,1018.7,44.9
2024-01-24,Chennai,Tamil Nadu,31.3,18.8,25.1,50.3,0.0,10.8,176,Moderate,1023.9,9.8
2024-01-25,Chennai,Tamil Nadu,30.2,18.4,24.3,51.4,0.0,8.6,201,Poor,1024.6,9.3
2024-01-26,Chennai,Tamil Nadu,31.3,17.6,24.5,42.1,0.0,7.7,185,Moderate,1023.5,0.8
2024-01-27,Chennai,Tamil Nadu,31.1,18.7,24.9,49.2,0.0,6.3,162,Moderate,1022.9,35.9
2024-01-28,Chennai,Tamil Nadu,31.2,19.1,25.1,52.8,0.0,10.4,198,Moderate,1023.6,39.0
2024-01-29,Chennai,Tamil Nadu,30.5,19.2,24.8,54.2,0.0,9.8,156,Moderate,1023.5,23.4
2024-01-30,Chennai,Tamil Nadu,31.6,16.5,24.0,49.2,0.0,7.1,194,Moderate,1020.6,4.9
2024-01-31,Chennai,Tamil Nadu,31.2,19.3,25.2,44.8,0.0,8.1,140,Moderate,1022.2,17.8
2024-02-01,Chennai,Tamil Nadu,30.3,18.8,24.6,51.7,0.0,8.6,181,Moderate,1021.3,14.1
2024-02-02,Chennai,Tamil Nadu,29.6,17.8,23.7,42.0,0.0,9.4,174,Moderate,1021.5,4.4
2024-02-03,Chennai,Tamil Nadu,29.0,17.4,23.2,45.6,0.0,11.5,126,Moderate,1024.4,12.3
2024-02-04,Chennai,Tamil Nadu,29.5,17.5,23.5,52.5,0.0,8.3,184,Moderate,1025.1,26.0
2024-02-05,Chennai,Tamil Nadu,30.9,18.3,24.6,41.5,0.0,6.6,156,Moderate,1016.8,9.8
2024-02-06,Chennai,Tamil Nadu,30.0,18.7,24.3,45.6,0.0,8.7,176,Moderate,1021.0,22.6
2024-02-07,Chennai,Tamil Nadu,29.8,17.1,23.5,53.8,0.0,7.9,166,Moderate,1021.1,0.0
2024-02-08,Chennai,Tamil Nadu,28.2,18.7,23.4,62.3,0.0,7.4,143,Moderate,1023.9,42.5
2024-02-09,Chennai,Tamil Nadu,29.9,18.3,24.1,59.9,0.0,10.9,142,Moderate,1018.4,13.1
2024-02-10,Chennai,Tamil Nadu,30.9,18.5,24.7,54.1,0.0,7.3,152,Moderate,1015.1,30.5
2024-02-11,Chennai,Tamil Nadu,32.0,18.2,25.1,52.6,0.0,6.8,195,Moderate,1022.5,20.7
2024-02-12,Chennai,Tamil Nadu,32.0,18.3,25.1,49.3,0.0,7.8,188,Moderate,1022.6,23.7
2024-02-13,Chennai,Tamil Nadu,31.8,17.7,24.8,43.9,0.0,8.6,215,Poor,1017.1,2.4
2024-02-14,Chennai,Tamil Nadu,31.1,18.6,24.9,51.0,0.0,8.8,154,Moderate,1020.3,7.5
2024-02-15,Chennai,Tamil Nadu,31.2,18.9,25.1,53.4,0.0,12.0,144,Moderate,1023.5,7.7
2024-02-16,Chennai,Tamil Nadu,33.1,20.1,26.6,51.5,0.0,7.5,169,Moderate,1017.7,17.5
2024-02-17,Chennai,Tamil Nadu,31.5,20.7,26.1,47.8,0.0,10.4,150,Moderate,1020.1,36.1
2024-02-18,Chennai,Tamil Nadu,31.0,18.8,24.9,52.3,0.0,7.8,150,Moderate,1021.1,24.3
2024-02-19,Chennai,Tamil Nadu,32.1,17.1,24.6,42.7,0.0,6.4,167,Moderate,1017.2,5.8
2024-02-20,Chennai,Tamil Nadu,31.3,18.9,25.1,47.5,0.0,11.6,166,Moderate,1018.7,19.3
2024-02-21,Chennai,Tamil Nadu,33.4,18.7,26.0,55.9,0.0,6.7,116,Moderate,1016.1,16.4
2024-02-22,Chennai,Tamil Nadu,30.4,19.0,24.7,42.1,0.0,9.1,142,Moderate,1019.4,13.5
2024-02-23,Chennai,Tamil Nadu,31.0,18.3,24.7,60.1,0.0,6.8,129,Moderate,1018.0,18.2
2024-02-24,Chennai,Tamil Nadu,30.1,18.4,24.2,54.7,0.0,9.6,147,Moderate,1020.0,29.4
2024-02-25,Chennai,Tamil Nadu,30.1,18.2,24.2,45.1,0.0,7.0,166,Moderate,1020.7,8.7
2024-02-26,Chennai,Tamil Nadu,31.1,17.8,24.5,48.7,0.0,6.6,181,Moderate,1022.0,13.8
2024-02-27,Chennai,Tamil Nadu,31.8,19.0,25.4,48.2,0.0,8.2,141,Moderate,1023.5,31.8
2024-02-28,Chennai,Tamil Nadu,32.2,18.3,25.3,47.5,0.0,6.3,156,Moderate,1019.2,24.7
2024-02-29,Chennai,Tamil Nadu,31.7,20.3,26.0,52.4,0.0,8.3,110,Moderate,1017.8,35.6
2024-03-01,Chennai,Tamil Nadu,29.6,20.7,25.2,51.6,0.0,10.4,122,Moderate,1017.8,38.4
2024-03-02,Chennai,Tamil Nadu,31.5,17.6,24.6,40.6,0.0,15.4,131,Moderate,1016.6,0.0
2024-03-03,Chennai,Tamil Nadu,32.2,19.5,25.9,48.0,0.0,9.0,111,Moderate,1019.0,21.9
2024-03-04,Chennai,Tamil Nadu,32.2,19.7,26.0,40.0,0.0,8.5,168,Moderate,1016.9,10.7
2024-03-05,Chennai,Tamil Nadu,33.1,19.5,26.3,37.8,0.0,11.7,143,Moderate,1018.7,0.9
2024-03-06,Chennai,Tamil Nadu,32.0,19.5,25.7,39.5,0.0,6.9,122,Moderate,1015.8,7.0
2024-03-07,Chennai,Tamil Nadu,30.8,18.4,24.6,56.8,2.1,7.3,105,Moderate,1016.9,14.5
2024-03-08,Chennai,Tamil Nadu,31.1,17.6,24.3,50.8,0.0,10.3,115,Moderate,1018.7,14.8
2024-03-09,Chennai,Tamil Nadu,33.0,18.8,25.9,49.4,0.0,7.7,116,Moderate,1017.0,9.5
2024-03-10,Chennai,Tamil Nadu,31.4,20.4,25.9,48.3,0.0,8.0,107,Moderate,1013.2,17.9
2024-03-11,Chennai,Tamil Nadu,29.9,20.7,25.3,58.9,0.0,8.7,99,Satisfactory,1017.1,52.7
2024-03-12,Chennai,Tamil Nadu,30.7,18.8,24.7,51.1,0.0,7.0,128,Moderate,1015.5,0.0
2024-03-13,Chennai,Tamil Nadu,31.7,18.8,25.3,54.4,0.0,6.6,149,Moderate,1019.2,34.5
2024-03-14,Chennai,Tamil Nadu,32.8,19.7,26.3,56.2,8.0,7.2,106,Moderate,1018.3,17.7
2024-03-15,Chennai,Tamil Nadu,31.5,20.9,26.2,46.6,0.0,7.9,136,Moderate,1011.7,11.9
2024-03-16,Chennai,Tamil Nadu,33.7,20.3,27.0,46.5,0.0,9.6,113,Moderate,1017.5,0.0
2024-03-17,Chennai,Tamil Nadu,32.0,20.8,26.4,53.8,0.0,8.6,135,Moderate,1016.7,28.7
2024-03-18,Chennai,Tamil Nadu,32.7,20.0,26.4,39.4,0.0,10.2,98,Satisfactory,1012.8,0.0
2024-03-19,Chennai,Tamil Nadu,32.1,19.6,25.8,51.3,3.1,8.5,121,Moderate,1017.5,30.0
2024-03-20,Chennai,Tamil Nadu,31.3,19.8,25.6,44.9,0.0,10.7,114,Moderate,1013.1,43.0
2024-03-21,Chennai,Tamil Nadu,33.9,20.2,27.1,42.9,0.0,8.1,146,Moderate,1017.4,0.0
2024-03-22,Chennai,Tamil Nadu,32.5,22.0,27.3,49.5,0.0,6.3,131,Moderate,1013.6,34.1
2024-03-23,Chennai,Tamil Nadu,31.9,20.4,26.2,46.7,0.0,7.5,120,Moderate,1012.0,18.8
2024-03-24,Chennai,Tamil Nadu,32.3,18.8,25.6,42.7,0.0,8.8,77,Satisfactory,1019.3,0.0
2024-03-25,Chennai,Tamil Nadu,30.8,18.0,24.4,48.8,0.0,10.0,93,Satisfactory,1012.1,2.8
2024-03-26,Chennai,Tamil Nadu,31.1,19.2,25.1,45.5,0.0,7.7,91,Satisfactory,1013.3,21.8
2024-03-27,Chennai,Tamil Nadu,31.6,19.3,25.4,59.7,0.0,9.0,86,Satisfactory,1013.4,24.8
2024-03-28,Chennai,Tamil Nadu,31.6,19.6,25.6,47.7,0.0,7.9,106,Moderate,1013.5,0.0
2024-03-29,Chennai,Tamil Nadu,31.5,20.1,25.8,45.0,0.0,7.3,110,Moderate,1015.6,19.6
2024-03-30,Chennai,Tamil Nadu,32.1,20.7,26.4,54.2,0.0,10.0,103,Moderate,1014.0,30.4
2024-03-31,Chennai,Tamil Nadu,33.4,20.7,27.1,55.9,1.2,9.4,123,Moderate,1015.5,32.5
2024-04-01,Chennai,Tamil Nadu,32.9,19.5,26.2,49.2,0.0,17.5,84,Satisfactory,1014.4,13.3
2024-04-02,Chennai,Tamil Nadu,31.9,20.2,26.1,45.2,0.0,7.7,71,Satisfactory,1010.2,25.4
2024-04-03,Chennai,Tamil Nadu,32.6,21.1,26.9,62.7,0.0,12.2,89,Satisfactory,1014.2,33.9
2024-04-04,Chennai,Tamil Nadu,31.4,20.3,25.9,55.0,0.0,6.8,110,Moderate,1013.7,31.6
2024-04-05,Chennai,Tamil Nadu,31.1,18.9,25.0,46.5,0.0,12.2,109,Moderate,1012.1,32.7
2024-04-06,Chennai,Tamil Nadu,30.3,18.0,24.1,52.2,0.0,8.6,85,Satisfactory,1017.5,22.5
2024-04-07,Chennai,Tamil Nadu,31.1,17.8,24.4,49.3,0.0,8.0,85,Satisfactory,1014.4,19.5
2024-04-08,Chennai,Tamil Nadu,30.0,19.6,24.8,51.3,0.0,9.5,107,Moderate,1014.8,24.5
2024-04-09,Chennai,Tamil Nadu,31.5,19.5,25.5,41.6,0.0,9.7,85,Satisfactory,1014.5,9.7
2024-04-10,Chennai,Tamil Nadu,31.1,19.9,25.5,53.7,0.0,11.7,39,Good,1011.5,36.1
2024-04-11,Chennai,Tamil Nadu,34.0,20.1,27.0,40.2,0.0,7.2,44,Good,1013.0,0.0
2024-04-12,Chennai,Tamil Nadu,35.0,20.1,27.5,45.1,0.0,6.8,124,Moderate,1012.1,12.6
2024-04-13,Chennai,Tamil Nadu,32.6,22.3,27.4,50.4,0.0,9.6,37,Good,1010.2,19.3
2024-04-14,Chennai,Tamil Nadu,33.3,21.8,27.6,47.6,0.0,9.4,70,Satisfactory,1008.7,26.5
2024-04-15,Chennai,Tamil Nadu,33.5,22.2,27.9,49.0,0.0,11.7,86,Satisfactory,1011.0,29.1
2024-04-16,Chennai,Tamil Nadu,31.7,21.0,26.4,58.6,0.0,7.9,36,Good,1012.3,41.9
2024-04-17,Chennai,Tamil Nadu,33.4,19.8,26.6,45.6,0.0,7.7,50,Good,1011.0,22.2
2024-04-18,Chennai,Tamil Nadu,34.2,20.7,27.5,43.8,0.0,9.5,40,Good,1010.2,10.7
2024-04-19,Chennai,Tamil Nadu,31.4,21.0,26.2,43.8,0.0,8.9,107,Moderate,1010.8,19.7
2024-04-20,Chennai,Tamil Nadu,34.0,20.3,27.1,44.7,0.0,10.1,107,Moderate,1009.7,16.9
2024-04-21,Chennai,Tamil Nadu,33.3,20.4,26.8,52.5,1.9,7.6,50,Good,1013.3,29.1
2024-04-22,Chennai,Tamil Nadu,33.6,20.5,27.1,50.1,0.0,12.4,66,Satisfactory,1010.5,6.9
2024-04-23,Chennai,Tamil Nadu,31.8,21.5,26.7,46.2,0.0,9.5,66,Satisfactory,1009.0,19.9
2024-04-24,Chennai,Tamil Nadu,31.5,21.5,26.5,59.1,2.9,11.8,43,Good,1006.2,45.4
2024-04-25,Chennai,Tamil Nadu,31.6,19.6,25.6,53.2,0.0,8.6,23,Good,1009.5,26.0
2024-04-26,Chennai,Tamil Nadu,33.1,19.4,26.3,41.6,0.0,7.7,111,Moderate,1008.4,8.7
2024-04-27,Chennai,Tamil Nadu,32.2,22.0,27.1,51.0,0.0,9.9,15,Good,1008.0,18.5
2024-04-28,Chennai,Tamil Nadu,35.2,22.7,29.0,50.9,0.0,10.6,54,Satisfactory,1010.4,0.0
2024-04-29,Chennai,Tamil Nadu,35.1,22.3,28.7,40.7,0.0,7.0,43,Good,1008.6,22.1
2024-04-30,Chennai,Tamil Nadu,33.2,21.7,27.4,66.8,0.0,15.3,56,Satisfactory,1005.3,47.1
2024-05-01,Chennai,Tamil Nadu,34.2,21.0,27.6,45.1,0.0,7.9,71,Satisfactory,1009.6,7.6
2024-05-02,Chennai,Tamil Nadu,35.2,21.0,28.1,38.9,0.0,9.4,25,Good,1004.9,3.9
2024-05-03,Chennai,Tamil Nadu,35.0,22.3,28.7,50.1,0.0,10.6,25,Good,1009.2,15.2
2024-05-04,Chennai,Tamil Nadu,34.3,22.7,28.5,58.9,0.0,9.2,15,Good,1006.7,37.8
2024-05-05,Chennai,Tamil Nadu,33.3,23.4,28.4,56.2,0.0,9.4,47,Good,1007.7,49.2
2024-05-06,Chennai,Tamil Nadu,35.1,23.7,29.4,54.7,8.3,9.4,49,Good,1007.1,31.4
2024-05-07,Chennai,Tamil Nadu,33.6,22.2,27.9,60.1,0.0,7.0,36,Good,1007.1,8.5
2024-05-08,Chennai,Tamil Nadu,34.7,22.6,28.6,54.1,0.0,9.6,33,Good,1007.4,26.2
2024-05-09,Chennai,Tamil Nadu,31.6,23.4,27.5,75.0,5.3,8.4,77,Satisfactory,1007.3,52.7
2024-05-10,Chennai,Tamil Nadu,33.8,21.6,27.7,60.1,0.0,12.1,49,Good,1010.7,23.7
2024-05-11,Chennai,Tamil Nadu,31.8,21.3,26.6,56.9,0.0,11.5,59,Satisfactory,1007.5,31.2
2024-05-12,Chennai,Tamil Nadu,33.3,22.1,27.7,57.8,0.0,7.5,15,Good,1007.1,32.5
2024-05-13,Chennai,Tamil Nadu,33.6,22.0,27.8,49.6,0.0,7.5,49,Good,1005.0,8.0
2024-05-14,Chennai,Tamil Nadu,32.1,22.6,27.4,61.1,6.6,16.0,15,Good,1007.2,44.4
2024-05-15,Chennai,Tamil Nadu,33.0,22.6,27.8,62.4,0.0,7.1,15,Good,1004.1,42.7
2024-05-16,Chennai,Tamil Nadu,35.2,21.6,28.4,48.7,0.0,8.5,15,Good,1008.1,3.1
2024-05-17,Chennai,Tamil Nadu,35.6,22.4,29.0,45.9,0.0,8.0,26,Good,1002.5,12.7
2024-05-18,Chennai,Tamil Nadu,35.8,25.2,30.5,59.7,9.0,13.1,15,Good,1003.2,17.5
2024-05-19,Chennai,Tamil Nadu,36.2,27.6,31.9,62.5,0.0,9.5,15,Good,1001.1,41.3
2024-05-20,Chennai,Tamil Nadu,36.4,26.0,31.2,47.1,0.0,8.7,16,Good,1005.2,21.4
2024-05-21,Chennai,Tamil Nadu,34.4,25.3,29.9,60.3,0.0,10.0,34,Good,1003.7,39.1
2024-05-22,Chennai,Tamil Nadu,34.8,22.7,28.7,64.4,3.9,15.9,15,Good,1006.1,32.3
2024-05-23,Chennai,Tamil Nadu,35.2,23.6,29.4,64.7,0.0,11.1,15,Good,1002.5,36.2
2024-05-24,Chennai,Tamil Nadu,33.6,24.8,29.2,58.7,0.0,11.1,38,Good,1005.4,43.0
2024-05-25,Chennai,Tamil Nadu,34.0,22.4,28.2,67.9,0.0,8.0,15,Good,1005.6,41.2
2024-05-26,Chennai,Tamil Nadu,34.0,22.6,28.3,62.7,0.0,13.1,15,Good,1004.7,37.9
2024-05-27,Chennai,Tamil Nadu,33.2,25.1,29.1,65.6,0.0,8.7,28,Good,1003.9,43.1
2024-05-28,Chennai,Tamil Nadu,33.8,25.1,29.5,59.1,6.5,11.2,15,Good,1003.9,42.1
2024-05-29,Chennai,Tamil Nadu,33.3,24.9,29.1,42.1,0.0,9.1,15,Good,1001.8,37.2
2024-05-30,Chennai,Tamil Nadu,33.7,23.7,28.7,59.8,0.0,10.5,15,Good,1001.4,35.2
2024-05-31,Chennai,Tamil Nadu,32.6,24.8,28.7,74.3,0.0,10.5,44,Good,1004.5,68.5
2024-06-01,Chennai,Tamil Nadu,33.5,23.5,28.5,64.3,7.4,21.3,15,Good,1002.6,36.9
2024-06-02,Chennai,Tamil Nadu,31.9,25.8,28.8,74.6,0.0,9.9,15,Good,1004.0,63.0
2024-06-03,Chennai,Tamil Nadu,33.5,24.8,29.2,71.0,0.0,11.3,15,Good,1005.9,35.0
2024-06-04,Chennai,Tamil Nadu,35.0,26.2,30.6,67.9,3.5,10.5,15,Good,1001.4,56.0
2024-06-05,Chennai,Tamil Nadu,35.2,27.1,31.1,70.7,0.0,9.1,34,Good,1000.8,70.2
2024-06-06,Chennai,Tamil Nadu,35.4,27.9,31.7,55.7,0.0,11.8,15,Good,1001.1,41.1
2024-06-07,Chennai,Tamil Nadu,35.5,27.1,31.3,59.0,0.0,13.3,24,Good,1001.8,37.7
2024-06-08,Chennai,Tamil Nadu,34.3,24.0,29.1,63.5,0.0,9.5,18,Good,1003.4,43.3
2024-06-09,Chennai,Tamil Nadu,32.3,24.8,28.6,75.6,0.0,10.7,15,Good,1002.1,50.4
2024-06-10,Chennai,Tamil Nadu,33.1,24.8,28.9,72.7,0.0,11.4,26,Good,1006.1,55.9
2024-06-11,Chennai,Tamil Nadu,33.5,26.2,29.8,70.6,0.0,13.3,15,Good,1002.4,51.3
2024-06-12,Chennai,Tamil Nadu,35.6,25.9,30.7,68.8,0.0,13.5,15,Good,1002.7,46.4
2024-06-13,Chennai,Tamil Nadu,33.2,28.7,30.9,76.1,0.0,9.4,17,Good,1000.9,80.5
2024-06-14,Chennai,Tamil Nadu,34.7,26.5,30.6,79.1,0.0,18.0,15,Good,1003.0,51.6
2024-06-15,Chennai,Tamil Nadu,35.5,25.7,30.6,74.5,10.0,12.8,15,Good,1000.4,46.7
2024-06-16,Chennai,Tamil Nadu,34.2,26.4,30.3,84.6,14.5,11.7,15,Good,999.5,68.2
2024-06-17,Chennai,Tamil Nadu,34.1,27.4,30.8,69.1,7.7,13.7,15,Good,1002.4,69.1
2024-06-18,Chennai,Tamil Nadu,33.6,27.8,30.7,85.4,16.0,15.9,15,Good,1000.3,78.1
2024-06-19,Chennai,Tamil Nadu,32.9,27.3,30.1,83.2,10.1,11.6,15,Good,1001.0,86.6
2024-06-20,Chennai,Tamil Nadu,33.8,27.8,30.8,79.5,0.0,11.5,15,Good,1002.2,65.0
2024-06-21,Chennai,Tamil Nadu,34.1,26.4,30.2,87.1,5.8,10.4,15,Good,1000.5,57.5
2024-06-22,Chennai,Tamil Nadu,33.8,24.6,29.2,75.1,0.0,11.7,15,Good,1000.1,36.5
2024-06-23,Chennai,Tamil Nadu,32.1,24.4,28.3,84.1,2.3,13.6,15,Good,999.5,51.5
2024-06-24,Chennai,Tamil Nadu,32.8,24.8,28.8,80.4,10.9,11.8,15,Good,1002.5,68.2
2024-06-25,Chennai,Tamil Nadu,34.2,27.0,30.6,80.5,7.6,11.8,15,Good,999.1,48.6
2024-06-26,Chennai,Tamil Nadu,34.7,27.8,31.3,71.3,31.9,17.7,15,Good,999.4,43.4
2024-06-27,Chennai,Tamil Nadu,34.3,27.9,31.1,85.0,18.7,13.2,15,Good,1000.0,67.6
2024-06-28,Chennai,Tamil Nadu,35.2,28.9,32.1,89.3,2.7,13.2,15,Good,999.7,77.8
2024-06-29,Chennai,Tamil Nadu,35.8,28.9,32.3,90.2,16.7,14.1,15,Good,1001.0,64.2
2024-06-30,Chennai,Tamil Nadu,34.8,29.2,32.0,85.1,7.9,15.3,15,Good,998.8,81.2
2024-07-01,Chennai,Tamil Nadu,34.0,29.2,31.6,86.7,11.0,13.0,15,Good,1001.8,78.3
2024-07-02,Chennai,Tamil Nadu,34.8,30.3,32.6,87.6,8.2,11.5,17,Good,998.2,86.0
2024-07-03,Chennai,Tamil Nadu,34.2,30.3,32.3,93.3,35.3,14.1,15,Good,999.4,100.0
2024-07-04,Chennai,Tamil Nadu,34.9,31.1,33.0,89.7,33.6,16.0,15,Good,998.1,100.0
2024-07-05,Chennai,Tamil Nadu,35.0,28.3,31.7,81.3,5.8,14.2,15,Good,1003.0,82.9
2024-07-06,Chennai,Tamil Nadu,34.8,27.9,31.3,84.1,24.8,15.0,15,Good,998.1,67.1
2024-07-07,Chennai,Tamil Nadu,32.1,26.7,29.4,92.9,6.8,12.6,15,Good,998.8,76.2
2024-07-08,Chennai,Tamil Nadu,33.1,27.5,30.3,96.8,0.0,12.1,21,Good,999.3,97.5
2024-07-09,Chennai,Tamil Nadu,35.6,28.3,31.9,91.8,0.0,13.7,15,Good,998.0,62.6
2024-07-10,Chennai,Tamil Nadu,33.8,30.6,32.2,100.0,11.4,12.5,15,Good,999.1,95.7
2024-07-11,Chennai,Tamil Nadu,33.1,30.1,31.6,90.1,4.8,17.5,15,Good,1001.1,73.9
2024-07-12,Chennai,Tamil Nadu,34.1,29.8,32.0,85.7,0.0,14.6,15,Good,998.8,79.8
2024-07-13,Chennai,Tamil Nadu,34.5,27.3,30.9,93.8,12.1,12.7,15,Good,999.2,66.4
2024-07-14,Chennai,Tamil Nadu,33.5,25.6,29.6,91.7,4.9,11.9,15,Good,998.7,60.3
2024-07-15,Chennai,Tamil Nadu,33.0,28.7,30.9,92.8,9.5,16.4,15,Good,997.8,74.5
2024-07-16,Chennai,Tamil Nadu,33.2,28.2,30.7,100.0,28.3,12.1,15,Good,999.1,97.1
2024-07-17,Chennai,Tamil Nadu,34.0,27.2,30.6,95.8,10.2,13.6,15,Good,998.9,69.4
2024-07-18,Chennai,Tamil Nadu,33.0,27.5,30.2,100.0,2.0,14.2,26,Good,1001.4,100.0
2024-07-19,Chennai,Tamil Nadu,34.0,27.0,30.5,95.2,26.2,12.2,15,Good,997.1,71.7
2024-07-20,Chennai,Tamil Nadu,35.8,27.9,31.8,96.0,17.3,13.4,15,Good,1001.6,64.1
2024-07-21,Chennai,Tamil Nadu,35.1,29.3,32.2,92.2,23.2,17.1,15,Good,998.3,82.5
2024-07-22,Chennai,Tamil Nadu,34.6,29.2,31.9,92.8,11.7,11.7,15,Good,999.0,88.7
